lead_id,date,ad_id,campaign_id,platform,call_booked,call_completed,sale_won,sale_value,rep_id,country
L023120,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L023121,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L023122,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R02,UAE
L023123,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R03,UK
L023124,2026-06-27,C005-AD03,C005,Google,1,0,0,0.0,R01,USA
L023125,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L023126,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R04,USA
L023127,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L023128,2026-06-27,C005-AD03,C005,Google,0,0,0,0.0,,India
L023129,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R01,UK
L023130,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R01,India
L023131,2026-06-27,C005-AD03,C005,Google,1,0,0,0.0,R02,UAE
L023132,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L023133,2026-06-27,C005-AD03,C005,Google,1,1,0,0.0,R03,UK
L023134,2026-06-27,C005-AD03,C005,Google,0,0,0,0.0,,USA
L023135,2026-06-27,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L023136,2026-06-27,C005-AD03,C005,Google,0,0,0,0.0,,USA
L023137,2026-06-27,C005-AD03,C005,Google,1,0,0,0.0,R02,India
L023138,2026-06-27,C005-AD04,C005,Google,1,1,1,27692.92,R02,USA
L023139,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R01,UK
L023140,2026-06-27,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L023141,2026-06-27,C005-AD04,C005,Google,1,1,1,50560.04,R02,USA
L023142,2026-06-27,C005-AD04,C005,Google,0,0,0,0.0,,UK
L023143,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R01,India
L023144,2026-06-27,C005-AD04,C005,Google,0,0,0,0.0,,USA
L023145,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R01,UAE
L023146,2026-06-27,C005-AD04,C005,Google,1,0,0,0.0,R04,India
L023147,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R04,USA
L023148,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R02,UAE
L023149,2026-06-27,C005-AD04,C005,Google,1,0,0,0.0,R03,UAE
L023150,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R02,UAE
L023151,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R03,UAE
L023152,2026-06-27,C005-AD04,C005,Google,1,1,0,0.0,R04,USA
L023153,2026-06-27,C005-AD04,C005,Google,1,1,1,72813.09,R03,USA
L023154,2026-06-27,C005-AD04,C005,Google,0,0,0,0.0,,UAE
L023155,2026-06-27,C005-AD04,C005,Google,1,1,1,78045.99,R03,Singapore
L023156,2026-06-27,C005-AD04,C005,Google,1,1,1,61076.68,R01,India
L023157,2026-06-27,C006-AD01,C006,TikTok,1,1,0,0.0,R01,UAE
L023158,2026-06-27,C006-AD01,C006,TikTok,1,1,0,0.0,R01,India
L023159,2026-06-27,C006-AD01,C006,TikTok,1,1,1,77945.12,R03,Singapore
L023160,2026-06-27,C006-AD01,C006,TikTok,1,1,0,0.0,R01,Singapore
L023161,2026-06-27,C006-AD01,C006,TikTok,0,0,0,0.0,,Singapore
L023162,2026-06-27,C006-AD01,C006,TikTok,1,0,0,0.0,R03,India
L023163,2026-06-27,C006-AD01,C006,TikTok,1,1,1,84664.08,R03,Singapore
L023164,2026-06-27,C006-AD02,C006,TikTok,0,0,0,0.0,,UK
L023165,2026-06-27,C006-AD02,C006,TikTok,0,0,0,0.0,,UK
L023166,2026-06-27,C006-AD02,C006,TikTok,1,0,0,0.0,R03,Singapore
L023167,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L023168,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R03,UK
L023169,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L023170,2026-06-27,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L023171,2026-06-27,C006-AD02,C006,TikTok,1,0,0,0.0,R01,USA
L023172,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R04,India
L023173,2026-06-27,C006-AD02,C006,TikTok,1,1,1,57883.29,R04,USA
L023174,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R03,Singapore
L023175,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L023176,2026-06-27,C006-AD02,C006,TikTok,0,0,0,0.0,,UK
L023177,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R01,India
L023178,2026-06-27,C006-AD02,C006,TikTok,0,0,0,0.0,,India
L023179,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R02,UK
L023180,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R02,India
L023181,2026-06-27,C006-AD02,C006,TikTok,1,1,0,0.0,R03,UK
L023182,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R03,India
L023183,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R01,UK
L023184,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R04,India
L023185,2026-06-27,C006-AD03,C006,TikTok,1,1,1,25281.67,R02,UAE
L023186,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R02,India
L023187,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R03,UK
L023188,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R01,UAE
L023189,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R01,India
L023190,2026-06-27,C006-AD03,C006,TikTok,0,0,0,0.0,,UK
L023191,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R04,India
L023192,2026-06-27,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L023193,2026-06-27,C006-AD03,C006,TikTok,1,0,0,0.0,R02,India
L023194,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R03,UK
L023195,2026-06-27,C006-AD03,C006,TikTok,0,0,0,0.0,,India
L023196,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R03,Singapore
L023197,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R02,USA
L023198,2026-06-27,C006-AD03,C006,TikTok,0,0,0,0.0,,India
L023199,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R04,Singapore
L023200,2026-06-27,C006-AD03,C006,TikTok,1,1,0,0.0,R04,USA
L023201,2026-06-27,C006-AD03,C006,TikTok,0,0,0,0.0,,Singapore
L023202,2026-06-27,C007-AD01,C007,Referral,1,1,0,0.0,R02,UK
L023203,2026-06-27,C007-AD01,C007,Referral,1,1,0,0.0,R04,Singapore
L023204,2026-06-27,C008-AD01,C008,Email,1,1,0,0.0,R02,Singapore
L023205,2026-06-27,C008-AD02,C008,Email,1,1,1,27774.97,R03,Singapore
L023206,2026-06-27,C009-AD01,C009,Organic,1,1,0,0.0,R02,UK
L023207,2026-06-27,C009-AD02,C009,Organic,1,1,1,67685.34,R04,UAE
L023208,2026-06-27,C009-AD02,C009,Organic,1,0,0,0.0,R02,USA
L023209,2026-06-28,C001-AD01,C001,Facebook,1,0,0,0.0,R03,Singapore
L023210,2026-06-28,C001-AD01,C001,Facebook,1,1,0,0.0,R04,UAE
L023211,2026-06-28,C001-AD01,C001,Facebook,1,1,0,0.0,R04,Singapore
L023212,2026-06-28,C001-AD01,C001,Facebook,0,0,0,0.0,,UK
L023213,2026-06-28,C001-AD01,C001,Facebook,1,1,0,0.0,R02,UAE
L023214,2026-06-28,C001-AD01,C001,Facebook,1,1,0,0.0,R04,USA
L023215,2026-06-28,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L023216,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R02,India
L023217,2026-06-28,C001-AD02,C001,Facebook,0,0,0,0.0,,India
L023218,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R03,Singapore
L023219,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R01,USA
L023220,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R01,UAE
L023221,2026-06-28,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L023222,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R01,UAE
L023223,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R01,UAE
L023224,2026-06-28,C001-AD02,C001,Facebook,1,1,0,0.0,R02,Singapore
L023225,2026-06-28,C001-AD02,C001,Facebook,1,0,0,0.0,R02,USA
L023226,2026-06-28,C001-AD02,C001,Facebook,1,1,1,57369.98,R03,India
L023227,2026-06-28,C001-AD02,C001,Facebook,1,0,0,0.0,R04,UAE
L023228,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,India
L023229,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R01,India
L023230,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,Singapore
L023231,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R03,UK
L023232,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R01,UAE
L023233,2026-06-28,C001-AD03,C001,Facebook,1,1,1,20727.59,R04,India
L023234,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R02,UAE
L023235,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,Singapore
L023236,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R04,Singapore
L023237,2026-06-28,C001-AD03,C001,Facebook,1,0,0,0.0,R04,USA
L023238,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,India
L023239,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,UK
L023240,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,USA
L023241,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R03,USA
L023242,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R04,USA
L023243,2026-06-28,C001-AD03,C001,Facebook,1,1,0,0.0,R01,Singapore
L023244,2026-06-28,C001-AD03,C001,Facebook,1,0,0,0.0,R03,India
L023245,2026-06-28,C001-AD03,C001,Facebook,0,0,0,0.0,,UAE
L023246,2026-06-28,C001-AD03,C001,Facebook,1,0,0,0.0,R02,Singapore
L023247,2026-06-28,C001-AD04,C001,Facebook,1,1,0,0.0,R02,Singapore
L023248,2026-06-28,C001-AD04,C001,Facebook,0,0,0,0.0,,Singapore
L023249,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R02,USA
L023250,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,India
L023251,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,USA
L023252,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L023253,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,USA
L023254,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R02,UK
L023255,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L023256,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L023257,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R03,India
L023258,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R03,USA
L023259,2026-06-28,C002-AD01,C002,Facebook,1,0,0,0.0,R04,USA
L023260,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R02,Singapore
L023261,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R04,India
L023262,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L023263,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R01,USA
L023264,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L023265,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R03,Singapore
L023266,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L023267,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,Singapore
L023268,2026-06-28,C002-AD01,C002,Facebook,1,1,0,0.0,R01,India
L023269,2026-06-28,C002-AD01,C002,Facebook,0,0,0,0.0,,Singapore
L023270,2026-06-28,C002-AD02,C002,Facebook,1,1,0,0.0,R02,Singapore
L023271,2026-06-28,C002-AD02,C002,Facebook,1,0,0,0.0,R01,Singapore
L023272,2026-06-28,C002-AD02,C002,Facebook,1,1,0,0.0,R04,USA
L023273,2026-06-28,C002-AD02,C002,Facebook,1,1,0,0.0,R01,USA
L023274,2026-06-28,C003-AD01,C003,Instagram,1,0,0,0.0,R02,UAE
L023275,2026-06-28,C003-AD01,C003,Instagram,1,0,0,0.0,R01,India
L023276,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,Singapore
L023277,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R01,USA
L023278,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L023279,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,USA
L023280,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R03,Singapore
L023281,2026-06-28,C003-AD01,C003,Instagram,1,1,1,60036.2,R01,USA
L023282,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R02,Singapore
L023283,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,UAE
L023284,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,Singapore
L023285,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,UAE
L023286,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R03,India
L023287,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,Singapore
L023288,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L023289,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R04,USA
L023290,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R04,UAE
L023291,2026-06-28,C003-AD01,C003,Instagram,1,1,0,0.0,R03,India
L023292,2026-06-28,C003-AD01,C003,Instagram,0,0,0,0.0,,UAE
L023293,2026-06-28,C003-AD02,C003,Instagram,1,1,0,0.0,R03,India
L023294,2026-06-28,C003-AD02,C003,Instagram,1,1,0,0.0,R03,UAE
L023295,2026-06-28,C003-AD02,C003,Instagram,1,0,0,0.0,R04,India
L023296,2026-06-28,C003-AD03,C003,Instagram,0,0,0,0.0,,UAE
L023297,2026-06-28,C003-AD03,C003,Instagram,1,0,0,0.0,R02,India
L023298,2026-06-28,C003-AD03,C003,Instagram,0,0,0,0.0,,Singapore
L023299,2026-06-28,C003-AD04,C003,Instagram,0,0,0,0.0,,India
L023300,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R02,USA
L023301,2026-06-28,C003-AD04,C003,Instagram,0,0,0,0.0,,UK
L023302,2026-06-28,C003-AD04,C003,Instagram,1,0,0,0.0,R02,India
L023303,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R03,India
L023304,2026-06-28,C003-AD04,C003,Instagram,1,0,0,0.0,R03,UAE
L023305,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R03,Singapore
L023306,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R04,Singapore
L023307,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R01,UAE
L023308,2026-06-28,C003-AD04,C003,Instagram,1,1,1,32838.26,R02,UAE
L023309,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R04,UK
L023310,2026-06-28,C003-AD04,C003,Instagram,1,1,0,0.0,R04,UAE
L023311,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R04,UAE
L023312,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,USA
L023313,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R04,India
L023314,2026-06-28,C004-AD01,C004,Google,1,1,1,82739.83,R01,USA
L023315,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R02,UK
L023316,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R02,UK
L023317,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L023318,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,USA
L023319,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L023320,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,UAE
L023321,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R01,UAE
L023322,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R02,UK
L023323,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R03,India
L023324,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R03,Singapore
L023325,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R02,USA
L023326,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L023327,2026-06-28,C004-AD01,C004,Google,1,1,0,0.0,R03,UAE
L023328,2026-06-28,C004-AD01,C004,Google,1,0,0,0.0,R01,USA
L023329,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,UK
L023330,2026-06-28,C004-AD01,C004,Google,1,0,0,0.0,R01,India
L023331,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L023332,2026-06-28,C004-AD01,C004,Google,0,0,0,0.0,,UK
L023333,2026-06-28,C004-AD02,C004,Google,0,0,0,0.0,,UAE
L023334,2026-06-28,C004-AD02,C004,Google,0,0,0,0.0,,USA
L023335,2026-06-28,C004-AD02,C004,Google,1,1,1,64017.2,R01,UK
L023336,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R04,Singapore
L023337,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R02,India
L023338,2026-06-28,C004-AD02,C004,Google,1,0,0,0.0,R03,UAE
L023339,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R02,UK
L023340,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R03,Singapore
L023341,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R01,USA
L023342,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R01,India
L023343,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R02,USA
L023344,2026-06-28,C004-AD02,C004,Google,1,0,0,0.0,R01,UK
L023345,2026-06-28,C004-AD02,C004,Google,1,1,1,35911.18,R02,Singapore
L023346,2026-06-28,C004-AD02,C004,Google,1,1,0,0.0,R03,UAE
L023347,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,UAE
L023348,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,USA
L023349,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R01,UK
L023350,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R02,UAE
L023351,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R02,India
L023352,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R02,USA
L023353,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R01,USA
L023354,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,Singapore
L023355,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,USA
L023356,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,India
L023357,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,UAE
L023358,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R01,UAE
L023359,2026-06-28,C005-AD01,C005,Google,1,0,0,0.0,R02,Singapore
L023360,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R02,India
L023361,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R01,Singapore
L023362,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R04,USA
L023363,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R01,UK
L023364,2026-06-28,C005-AD01,C005,Google,1,0,0,0.0,R03,UAE
L023365,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,India
L023366,2026-06-28,C005-AD01,C005,Google,1,0,0,0.0,R04,UAE
L023367,2026-06-28,C005-AD01,C005,Google,1,0,0,0.0,R01,India
L023368,2026-06-28,C005-AD01,C005,Google,1,1,0,0.0,R03,USA
L023369,2026-06-28,C005-AD01,C005,Google,0,0,0,0.0,,Singapore
L023370,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,Singapore
L023371,2026-06-28,C005-AD02,C005,Google,1,1,1,23924.07,R02,Singapore
L023372,2026-06-28,C005-AD02,C005,Google,1,0,0,0.0,R03,USA
L023373,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UK
L023374,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R01,USA
L023375,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,India
L023376,2026-06-28,C005-AD02,C005,Google,1,0,0,0.0,R04,India
L023377,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R01,Singapore
L023378,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,India
L023379,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L023380,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UK
L023381,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R02,UK
L023382,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,Singapore
L023383,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R02,UAE
L023384,2026-06-28,C005-AD02,C005,Google,1,1,1,80672.76,R04,India
L023385,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L023386,2026-06-28,C005-AD02,C005,Google,1,0,0,0.0,R02,India
L023387,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R04,USA
L023388,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L023389,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UK
L023390,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L023391,2026-06-28,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L023392,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R04,India
L023393,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R02,Singapore
L023394,2026-06-28,C005-AD02,C005,Google,1,1,0,0.0,R02,UK
L023395,2026-06-28,C005-AD02,C005,Google,1,0,0,0.0,R04,UAE
L023396,2026-06-28,C005-AD03,C005,Google,1,0,0,0.0,R02,UK
L023397,2026-06-28,C005-AD03,C005,Google,1,0,0,0.0,R04,India
L023398,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R02,USA
L023399,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R03,India
L023400,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R04,USA
L023401,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R04,UK
L023402,2026-06-28,C005-AD03,C005,Google,1,0,0,0.0,R01,Singapore
L023403,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L023404,2026-06-28,C005-AD03,C005,Google,0,0,0,0.0,,India
L023405,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R01,Singapore
L023406,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R04,India
L023407,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R03,UAE
L023408,2026-06-28,C005-AD03,C005,Google,1,0,0,0.0,R04,USA
L023409,2026-06-28,C005-AD03,C005,Google,0,0,0,0.0,,UAE
L023410,2026-06-28,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L023411,2026-06-28,C005-AD03,C005,Google,1,1,1,81878.03,R02,USA
L023412,2026-06-28,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L023413,2026-06-28,C005-AD03,C005,Google,1,1,0,0.0,R04,Singapore
L023414,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R04,UAE
L023415,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L023416,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R02,USA
L023417,2026-06-28,C005-AD04,C005,Google,1,0,0,0.0,R01,Singapore
L023418,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,UK
L023419,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R02,UAE
L023420,2026-06-28,C005-AD04,C005,Google,1,0,0,0.0,R03,USA
L023421,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R02,UK
L023422,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R01,USA
L023423,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R02,Singapore
L023424,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,UAE
L023425,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R04,Singapore
L023426,2026-06-28,C005-AD04,C005,Google,1,1,0,0.0,R01,USA
L023427,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,India
L023428,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L023429,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L023430,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,India
L023431,2026-06-28,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L023432,2026-06-28,C006-AD01,C006,TikTok,1,1,0,0.0,R02,USA
L023433,2026-06-28,C006-AD01,C006,TikTok,0,0,0,0.0,,Singapore
L023434,2026-06-28,C006-AD01,C006,TikTok,0,0,0,0.0,,UAE
L023435,2026-06-28,C006-AD01,C006,TikTok,0,0,0,0.0,,UAE
L023436,2026-06-28,C006-AD01,C006,TikTok,1,1,1,76724.67,R01,USA
L023437,2026-06-28,C006-AD01,C006,TikTok,0,0,0,0.0,,Singapore
L023438,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R03,India
L023439,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R02,USA
L023440,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L023441,2026-06-28,C006-AD02,C006,TikTok,0,0,0,0.0,,UK
L023442,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UAE
L023443,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R02,India
L023444,2026-06-28,C006-AD02,C006,TikTok,0,0,0,0.0,,India
L023445,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R03,UK
L023446,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R02,Singapore
L023447,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R02,USA
L023448,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UK
L023449,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L023450,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R03,USA
L023451,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R03,India
L023452,2026-06-28,C006-AD02,C006,TikTok,0,0,0,0.0,,Singapore
L023453,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UAE
L023454,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UK
L023455,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R01,USA
L023456,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R01,India
L023457,2026-06-28,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L023458,2026-06-28,C006-AD02,C006,TikTok,1,0,0,0.0,R04,UAE
L023459,2026-06-28,C006-AD02,C006,TikTok,1,1,0,0.0,R01,India
